Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Demand-Loadshed Difference,Generation
2,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6157.0,6157.0,819.340000000001,1954.9142691710554
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,400.0,38,200.0,6148.0,6148.0,828.340000000001,1946.5426891135776
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,400.0,144,50.0,6151.0,6151.0,825.340000000001,1953.4153496519798
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,400.0,33,50.0,6160.0,6160.0,816.340000000001,1893.4852676518585
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,400.0,31,200.0,6204.0,6204.0,772.340000000001,1785.4329829089843
7,0.0,-1.0,-1.0,6976.340000000001,7,50.0,400.0,138,50.0,6205.0,6205.0,771.340000000001,1785.49832398939
8,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,139,100.0,6204.0,6204.0,772.340000000001,1784.3577204139801
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2066.0000345135522
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6134.0,6134.0,842.340000000001,2061.451498236552
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6164.0,6164.0,812.340000000001,2003.8991835584661
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6186.0,6186.0,790.340000000001,1962.6929765344512
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,107,50.0,6128.0,6128.0,848.340000000001,1899.7433093458583
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2064.806318643816
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,50.0,33,50.0,6150.0,6150.0,826.340000000001,2109.6771696718733
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2036.6174403848318
2,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6131.0,6131.0,845.340000000001,1947.300259321289
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,400.0,38,200.0,6126.0,6126.0,850.340000000001,1942.250277504651
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,90,100.0,6092.0,6092.0,884.340000000001,1924.5125731932987
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6142.0,6142.0,834.340000000001,2118.0924557075978
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,90,100.0,6145.0,6145.0,831.340000000001,2116.0738557137806
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2066.863625994569
2,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6211.0,6211.0,765.340000000001,2067.197428196805
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,138,50.0,6211.0,6211.0,765.340000000001,2067.198162752387
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2065.0183339696646
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6166.0,6166.0,810.340000000001,2004.068743355564
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6144.0,6144.0,832.340000000001,2070.1701702212076
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6166.0,6166.0,810.340000000001,2004.072352032046
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6145.0,6145.0,831.340000000001,2050.9967099808123
2,800.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6189.0,6189.0,787.340000000001,2041.0765818132897
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,800.0,142,50.0,6189.0,6189.0,787.340000000001,2042.4295214692636
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,800.0,119,50.0,6184.0,6184.0,792.340000000001,2069.3068824878856
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,800.0,107,50.0,6287.0,6287.0,689.340000000001,2035.006712728381
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6142.0,6142.0,834.340000000001,2044.1832643645512
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6110.0,6110.0,866.340000000001,2070.7368370312274
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6149.0,6149.0,827.340000000001,2069.195628673935
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,60,50.0,6156.0,6156.0,820.340000000001,2089.4088896211456
2,800.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6128.0,6128.0,848.340000000001,2150.9839044322057
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,800.0,138,50.0,6128.0,6128.0,848.340000000001,2150.9973815053854
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,800.0,139,100.0,6128.0,6128.0,848.340000000001,2149.585984876028
2,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6151.0,6151.0,825.340000000001,2082.307934584231
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6125.0,6125.0,851.340000000001,2063.5383468440173
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6138.0,6138.0,838.340000000001,2108.9261235804875
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6158.0,6158.0,818.340000000001,2035.6790585003414
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,98,50.0,6183.0,6183.0,793.340000000001,2005.9681399592419
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,100.0,107,50.0,6166.0,6166.0,810.340000000001,1948.4868942596481
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,100.0,137,50.0,6166.0,6166.0,810.340000000001,1947.95061199865
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,142,50.0,6166.0,6166.0,810.340000000001,1949.6273886532726
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6139.0,6139.0,837.340000000001,2076.047061989807
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,6178.0,6178.0,798.340000000001,2003.8901285020816
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,129,50.0,6177.0,6177.0,799.340000000001,2003.9179144444133
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6174.0,6174.0,802.340000000001,1958.1621255928872
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2083.762167998515
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6167.0,6167.0,809.340000000001,2038.3712835390036
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6171.0,6171.0,805.340000000001,2055.108809251065
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6215.0,6215.0,761.340000000001,2006.9879645882895
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6161.0,6161.0,815.340000000001,2008.2816010556026
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,7,50.0,6150.0,6150.0,826.340000000001,2001.7716134288034
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,107,50.0,6112.0,6112.0,864.340000000001,1935.6426999936396
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,38,200.0,6107.0,6107.0,869.340000000001,1910.810866441728
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,137,50.0,6109.0,6109.0,867.340000000001,1910.8120381427198
7,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6118.0,6118.0,858.340000000001,1836.0074861139028
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6135.0,6135.0,841.340000000001,2100.898308645694
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6172.0,6172.0,804.340000000001,2004.0539160392996
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6203.0,6203.0,773.340000000001,1999.1936218677893
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,90,100.0,6196.0,6196.0,780.340000000001,2002.0882852126824
2,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6310.0,6310.0,666.340000000001,1671.8286335950336
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,400.0,90,100.0,6328.0,6328.0,648.340000000001,1674.9750598206883
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,33,50.0,6068.0,6068.0,908.340000000001,1799.4964979672202
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6139.0,6139.0,837.340000000001,2064.28908180599
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6163.0,6163.0,813.340000000001,2001.7793559530746
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,138,50.0,6159.0,6159.0,817.340000000001,2001.7794779752778
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6154.0,6154.0,822.340000000001,1939.8966296933029
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,31,200.0,6180.0,6180.0,796.340000000001,1847.0145489382883
7,0.0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,139,100.0,6178.0,6178.0,798.340000000001,1843.9254099374402
8,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,142,50.0,6179.0,6179.0,797.340000000001,1845.3715499192206
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2075.402513490017
3,0.0,-1.0,-1.0,6976.340000000001,-1,200.0,200.0,38,200.0,6168.0,6168.0,808.340000000001,2004.0118973500034
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6163.0,6163.0,813.340000000001,2004.14314303024
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,109,50.0,6170.0,6170.0,806.340000000001,1947.234208556375
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6224.0,6224.0,752.340000000001,2048.0594114724954
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6139.0,6139.0,837.340000000001,2059.6439682956757
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6146.0,6146.0,830.340000000001,2076.8851004576
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,138,50.0,6146.0,6146.0,830.340000000001,2076.909824473132
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2061.8442572074828
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6123.0,6123.0,853.340000000001,2073.260454625285
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6156.0,6156.0,820.340000000001,2004.6016091597933
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,7,50.0,6156.0,6156.0,820.340000000001,1954.9239173526066
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6191.0,6191.0,785.340000000001,1932.5747528271722
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2037.894516376558
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2054.86590474987
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6208.0,6208.0,768.340000000001,2068.6637326341934
3,0.0,-1.0,-1.0,6976.340000000001,-1,200.0,200.0,38,200.0,6243.0,6243.0,733.340000000001,2004.0648124133954
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6135.0,6135.0,841.340000000001,2064.096236226387
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6198.0,6198.0,778.340000000001,2046.6356619718842
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6137.0,6137.0,839.340000000001,1967.7227261383184
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6096.0,6096.0,880.340000000001,2020.4968564284015
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,107,50.0,6110.0,6110.0,866.340000000001,1974.5553655359859
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,7,50.0,6088.0,6088.0,888.340000000001,1962.8937566830193
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6102.0,6102.0,874.340000000001,2058.7193660320827
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6146.0,6146.0,830.340000000001,2070.05933604421
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6166.0,6166.0,810.340000000001,2040.0551404874946
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6195.0,6195.0,781.340000000001,1962.3570910605426
2,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2072.964817055973
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6112.0,6112.0,864.340000000001,2053.6937066730284
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6166.0,6166.0,810.340000000001,1994.8928219207344
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,7,50.0,6176.0,6176.0,800.340000000001,1939.346381779036
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6188.0,6188.0,788.340000000001,1926.2958709787883
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,98,50.0,6213.0,6213.0,763.340000000001,1923.3134676938932
7,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,107,50.0,6163.0,6163.0,813.340000000001,1845.2590736465968
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6135.0,6135.0,841.340000000001,2061.595542561435
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2040.7871340755069
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6129.0,6129.0,847.340000000001,2055.839951696833
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6152.0,6152.0,824.340000000001,1958.9086096577266
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6189.0,6189.0,787.340000000001,1938.5563723824112
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2101.667045538252
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6165.0,6165.0,811.340000000001,2019.7408044323695
2,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6170.0,6170.0,806.340000000001,1798.8150436421226
2,800.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6213.0,6213.0,763.340000000001,2161.0330500019513
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6152.0,6152.0,824.340000000001,2115.7103811145435
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2062.746174023011
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6165.0,6165.0,811.340000000001,2004.078716461219
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,109,50.0,6159.0,6159.0,817.340000000001,1962.0102045909123
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,43,50.0,6137.0,6137.0,839.340000000001,1969.0426113323597
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6161.0,6161.0,815.340000000001,2065.4040871680922
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,6196.0,6196.0,780.340000000001,1963.824154001131
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6203.0,6203.0,773.340000000001,1972.5633668082094
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,31,200.0,6249.0,6249.0,727.340000000001,1830.857024736103
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,9,50.0,6259.0,6259.0,717.340000000001,1789.7417123154205
2,800.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6243.0,6243.0,733.340000000001,2170.4667278694133
2,800.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6174.0,6174.0,802.340000000001,2098.171338948994
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,800.0,138,50.0,6175.0,6175.0,801.340000000001,2098.170092314785
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,800.0,137,50.0,6177.0,6177.0,799.340000000001,2098.111345557125
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2083.762167998515
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,6170.0,6170.0,806.340000000001,2003.9590937840296
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6199.0,6199.0,777.340000000001,1976.352665639597
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6161.0,6161.0,815.340000000001,2057.43917579133
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6192.0,6192.0,784.340000000001,2004.0726937691784
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6140.0,6140.0,836.340000000001,2063.7896402384986
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6127.0,6127.0,849.340000000001,2010.1487771148832
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6143.0,6143.0,833.340000000001,1906.604152976629
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,7,50.0,6133.0,6133.0,843.340000000001,1874.0585654930933
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2064.642166079454
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2062.044700727433
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6165.0,6165.0,811.340000000001,2004.082177253728
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6130.0,6130.0,846.340000000001,2061.2991914948807
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,6161.0,6161.0,815.340000000001,2004.093729582081
4,0.0,-1.0,-1.0,6976.340000000001,4,100.0,200.0,4,200.0,6208.0,6208.0,768.340000000001,1982.5443880557832
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6243.0,6243.0,733.340000000001,1923.7817285925476
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,31,200.0,6276.0,6276.0,700.340000000001,1806.144153576542
7,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,142,50.0,6277.0,6277.0,699.340000000001,1808.421564948738
2,800.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6126.0,6126.0,850.340000000001,2150.608166832033
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,800.0,138,50.0,6128.0,6128.0,848.340000000001,2150.599793232398
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6183.0,6183.0,793.340000000001,1855.6766588448413
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6219.0,6219.0,757.340000000001,1854.992212474298
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6125.0,6125.0,851.340000000001,2106.4152390954523
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6156.0,6156.0,820.340000000001,2060.1902860318214
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6181.0,6181.0,795.340000000001,2003.9551944053273
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,9,50.0,6177.0,6177.0,799.340000000001,1951.110036925686
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6197.0,6197.0,779.340000000001,1937.2672977384866
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,31,200.0,6211.0,6211.0,765.340000000001,1811.2343707402483
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6125.0,6125.0,851.340000000001,2064.446570340683
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,50.0,107,50.0,6137.0,6137.0,839.340000000001,2017.4381548286913
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6152.0,6152.0,824.340000000001,2052.9576938357222
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,7,50.0,6146.0,6146.0,830.340000000001,2031.6304849169785
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,137,50.0,6146.0,6146.0,830.340000000001,2030.6108185122375
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6150.0,6150.0,826.340000000001,2061.2379204499234
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6165.0,6165.0,811.340000000001,2004.107464801692
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6191.0,6191.0,785.340000000001,1954.5310901028447
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,7,50.0,6186.0,6186.0,790.340000000001,1924.1168918615049
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6144.0,6144.0,832.340000000001,2068.282111830138
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6220.0,6220.0,756.340000000001,2009.093761047549
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,60,50.0,6233.0,6233.0,743.340000000001,2032.7315703918737
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,7,50.0,6235.0,6235.0,741.340000000001,2013.9271018421414
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6132.0,6132.0,844.340000000001,2054.097375995838
3,0.0,-1.0,-1.0,6976.340000000001,-1,200.0,200.0,38,200.0,6174.0,6174.0,802.340000000001,2006.7891355742722
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6174.0,6174.0,802.340000000001,2028.1684495942723
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6109.0,6109.0,867.340000000001,2048.5260494254467
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6130.0,6130.0,846.340000000001,2040.9109576265478
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6137.0,6137.0,839.340000000001,1998.6490507107167
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6156.0,6156.0,820.340000000001,2053.1518800044414
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,90,100.0,6155.0,6155.0,821.340000000001,2044.608682033169
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,9,50.0,6146.0,6146.0,830.340000000001,2033.123011733467
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6167.0,6167.0,809.340000000001,2085.3903246021705
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6180.0,6180.0,796.340000000001,2003.1507298237825
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6160.0,6160.0,816.340000000001,1954.5868909245496
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6129.0,6129.0,847.340000000001,2036.4968480359507
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6144.0,6144.0,832.340000000001,2070.1701702212076
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6114.0,6114.0,862.340000000001,2059.180729329008
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,50.0,9,50.0,6108.0,6108.0,868.340000000001,2045.7029347617186
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2065.1971036444093
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6167.0,6167.0,809.340000000001,2004.0505272292114
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,138,50.0,6167.0,6167.0,809.340000000001,2004.0473341439063
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2044.133289846811
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6166.0,6166.0,810.340000000001,1999.4094167396042
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6184.0,6184.0,792.340000000001,2070.1701691645894
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6151.0,6151.0,825.340000000001,2049.3043401171967
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,107,50.0,6164.0,6164.0,812.340000000001,1986.117015322387
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6154.0,6154.0,822.340000000001,2069.701176329086
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,107,50.0,6158.0,6158.0,818.340000000001,2021.9850705627296
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6156.0,6156.0,820.340000000001,2060.1902860318214
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6181.0,6181.0,795.340000000001,2003.9551944053273
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,9,50.0,6177.0,6177.0,799.340000000001,1951.110036925686
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6143.0,6143.0,833.340000000001,2062.9124546791054
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6172.0,6172.0,804.340000000001,2003.001593781883
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6142.0,6142.0,834.340000000001,2057.1591448432096
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6167.0,6167.0,809.340000000001,1999.8047703108318
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6161.0,6161.0,815.340000000001,2070.663620982381
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,107,50.0,6145.0,6145.0,831.340000000001,2003.0426861715707
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,38,200.0,6156.0,6156.0,820.340000000001,1975.9173146861758
