Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Demand-Loadshed Difference,Generation
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6161.0,6161.0,815.340000000001,2001.9321910291646
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6121.0,6121.0,855.340000000001,2049.1282269035687
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6152.0,6152.0,824.340000000001,2009.5940568522285
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6202.0,6202.0,774.340000000001,1942.4765386649428
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6140.0,6140.0,836.340000000001,2054.077566757556
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6132.0,6132.0,844.340000000001,2068.201189254919
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6165.0,6165.0,811.340000000001,2018.881249473126
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6134.0,6134.0,842.340000000001,2052.5467578592156
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6128.0,6128.0,848.340000000001,2040.6723083075915
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6163.0,6163.0,813.340000000001,1989.8858126254404
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2064.461470752372
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6148.0,6148.0,828.340000000001,2059.894545553635
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,50.0,9,50.0,6124.0,6124.0,852.340000000001,2036.0712198961785
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6153.0,6153.0,823.340000000001,1935.8875844740444
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6151.0,6151.0,825.340000000001,2069.295809849345
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,7,50.0,6138.0,6138.0,838.340000000001,2049.9097864284818
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6158.0,6158.0,818.340000000001,1953.2960570518767
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6141.0,6141.0,835.340000000001,2066.552568053471
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6166.0,6166.0,810.340000000001,2004.0704454548797
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6193.0,6193.0,783.340000000001,1959.990993832766
2,800.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6129.0,6129.0,847.340000000001,2125.0451032219835
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6115.0,6115.0,861.340000000001,2063.1295108823606
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6158.0,6158.0,818.340000000001,1999.0074952244804
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6174.0,6174.0,802.340000000001,2027.7408885528873
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6211.0,6211.0,765.340000000001,1979.637230936654
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,7,50.0,6222.0,6222.0,754.340000000001,1954.0831287112142
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2062.898609625015
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6171.0,6171.0,805.340000000001,2060.67877095137
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6215.0,6215.0,761.340000000001,2006.9598084117747
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6196.0,6196.0,780.340000000001,1951.2502732577773
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6167.0,6167.0,809.340000000001,2062.809508310088
2,800.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6224.0,6224.0,752.340000000001,2161.0330503243563
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2062.0446996468063
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6177.0,6177.0,799.340000000001,2064.2766833395763
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,138,50.0,6177.0,6177.0,799.340000000001,2064.251788201648
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,38,200.0,6205.0,6205.0,771.340000000001,2004.065633512141
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6220.0,6220.0,756.340000000001,1961.7951304417772
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,90,100.0,6214.0,6214.0,762.340000000001,1966.0000029875894
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6156.0,6156.0,820.340000000001,2058.0601904301393
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6125.0,6125.0,851.340000000001,2061.5331667106575
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2062.8326733053996
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6165.0,6165.0,811.340000000001,2004.0782812390337
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,109,50.0,6159.0,6159.0,817.340000000001,1962.132317895632
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6195.0,6195.0,781.340000000001,1937.6939197049837
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6132.0,6132.0,844.340000000001,2060.509250868551
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6174.0,6174.0,802.340000000001,2000.9664132795647
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6178.0,6178.0,798.340000000001,1857.9314490942552
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,107,50.0,6288.0,6288.0,688.340000000001,1790.8775558222974
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6134.0,6134.0,842.340000000001,2053.4018424653964
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,7,50.0,6126.0,6126.0,850.340000000001,2037.5585058405663
2,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6104.0,6104.0,872.340000000001,1896.0016523390907
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2063.8882307070744
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,6167.0,6167.0,809.340000000001,2003.9925323535272
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,7,50.0,6159.0,6159.0,817.340000000001,1952.5655447491747
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6139.0,6139.0,837.340000000001,2059.5738875052375
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6134.0,6134.0,842.340000000001,2053.693783665619
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,33,50.0,6165.0,6165.0,811.340000000001,2089.792258347526
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6108.0,6108.0,868.340000000001,2064.4621309194863
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6145.0,6145.0,831.340000000001,2011.0485015787417
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,31,200.0,6227.0,6227.0,749.340000000001,1867.0947359819759
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,107,50.0,6152.0,6152.0,824.340000000001,1813.7353835844817
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6132.0,6132.0,844.340000000001,2057.28029592573
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6161.0,6161.0,815.340000000001,2002.249412138605
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6164.0,6164.0,812.340000000001,2070.104217864075
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6193.0,6193.0,783.340000000001,2002.6687200055967
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6131.0,6131.0,845.340000000001,2053.8316552754222
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,6160.0,6160.0,816.340000000001,2002.1433831423915
4,0.0,-1.0,-1.0,6976.340000000001,4,100.0,200.0,178,100.0,6161.0,6161.0,815.340000000001,1966.2822594341137
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,7,50.0,6165.0,6165.0,811.340000000001,1915.9513817440547
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,107,50.0,6159.0,6159.0,817.340000000001,1883.9974174149027
7,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6208.0,6208.0,768.340000000001,1886.8236944435253
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6169.0,6169.0,807.340000000001,2064.690996986056
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2079.8692878677334
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6152.0,6152.0,824.340000000001,1999.1670188188382
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6139.0,6139.0,837.340000000001,2042.6401616453663
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,107,50.0,6140.0,6140.0,836.340000000001,1980.630271283312
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,38,200.0,6138.0,6138.0,838.340000000001,1970.0466731557522
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,7,50.0,6128.0,6128.0,848.340000000001,1918.5961687769345
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,33,50.0,6116.0,6116.0,860.340000000001,1849.3907667171202
7,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,31,200.0,6157.0,6157.0,819.340000000001,1725.2490820274134
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6141.0,6141.0,835.340000000001,2018.9832144242112
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6109.0,6109.0,867.340000000001,2062.618642133379
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6121.0,6121.0,855.340000000001,2008.66866856229
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6158.0,6158.0,818.340000000001,1939.2660840189246
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,31,200.0,6184.0,6184.0,792.340000000001,1815.4672446580362
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,7,50.0,6189.0,6189.0,787.340000000001,1797.1894434867493
7,0.0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,138,50.0,6189.0,6189.0,787.340000000001,1797.8601116685584
8,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,107,50.0,6175.0,6175.0,801.340000000001,1731.7306571736221
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6098.0,6098.0,878.340000000001,2063.6331336827607
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6125.0,6125.0,851.340000000001,2040.2230844022058
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,107,50.0,6139.0,6139.0,837.340000000001,1998.7191790451711
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,100.0,100,50.0,6128.0,6128.0,848.340000000001,1975.9244130968657
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6146.0,6146.0,830.340000000001,1919.8955618682057
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2057.3118342502357
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6169.0,6169.0,807.340000000001,2069.9387226904537
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,7,50.0,6163.0,6163.0,813.340000000001,2046.0167056055393
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6140.0,6140.0,836.340000000001,2025.77493369574
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2053.35121994972
2,800.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6129.0,6129.0,847.340000000001,2144.5164407680363
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6174.0,6174.0,802.340000000001,2027.9904674134211
2,800.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6200.0,6200.0,776.340000000001,2114.1555966395563
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,800.0,138,50.0,6201.0,6201.0,775.340000000001,2114.155606193585
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6130.0,6130.0,846.340000000001,2077.9822366029384
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6166.0,6166.0,810.340000000001,2005.8951946241316
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6196.0,6196.0,780.340000000001,1966.143471326439
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,7,50.0,6188.0,6188.0,788.340000000001,1938.1614529191386
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,31,200.0,6221.0,6221.0,755.340000000001,1820.563082816213
7,0.0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,142,50.0,6221.0,6221.0,755.340000000001,1820.563099566638
8,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,107,50.0,6239.0,6239.0,737.340000000001,1737.9307150706468
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6148.0,6148.0,828.340000000001,2039.5985444683415
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6171.0,6171.0,805.340000000001,2059.752804605612
3,0.0,-1.0,-1.0,6976.340000000001,3,200.0,200.0,38,200.0,6211.0,6211.0,765.340000000001,2006.7264125523086
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6223.0,6223.0,753.340000000001,1957.3106767528045
2,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6141.0,6141.0,835.340000000001,1954.2713651014328
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,400.0,90,100.0,6110.0,6110.0,866.340000000001,1927.980837084242
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,400.0,137,50.0,6109.0,6109.0,867.340000000001,1928.815584177912
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,89,100.0,6091.0,6091.0,885.340000000001,1816.6361914661197
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2075.590807198488
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6156.0,6156.0,820.340000000001,2001.6977542951674
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6158.0,6158.0,818.340000000001,1951.120176686194
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6121.0,6121.0,855.340000000001,2111.5363662910677
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6169.0,6169.0,807.340000000001,2070.05934407279
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,90,100.0,6171.0,6171.0,805.340000000001,2067.9562356524484
4,0.0,-1.0,-1.0,6976.340000000001,4,100.0,200.0,38,200.0,6198.0,6198.0,778.340000000001,2002.6749583599658
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6151.0,6151.0,825.340000000001,1943.9582147125175
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,50,50.0,6146.0,6146.0,830.340000000001,1945.029249010925
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2049.2219417888973
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,7,50.0,6125.0,6125.0,851.340000000001,2035.721053407342
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6161.0,6161.0,815.340000000001,2065.9043161508052
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6195.0,6195.0,781.340000000001,2002.613792209964
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6201.0,6201.0,775.340000000001,1933.9338825470697
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,31,200.0,6215.0,6215.0,761.340000000001,1815.3711922667321
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6171.0,6171.0,805.340000000001,2064.7391561687236
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6157.0,6157.0,819.340000000001,2051.5095527626213
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,6163.0,6163.0,813.340000000001,1968.5620693425542
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6205.0,6205.0,771.340000000001,1942.5716893941133
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,31,200.0,6253.0,6253.0,723.340000000001,1827.02412639754
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,138,50.0,6253.0,6253.0,723.340000000001,1827.4262483988796
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6163.0,6163.0,813.340000000001,2063.594183367237
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6134.0,6134.0,842.340000000001,2084.455565009972
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,116,100.0,6132.0,6132.0,844.340000000001,2079.3255301658087
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6158.0,6158.0,818.340000000001,2036.6908198407561
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,50.0,7,50.0,6154.0,6154.0,822.340000000001,2031.4716199147836
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6161.0,6161.0,815.340000000001,2058.358057554645
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6135.0,6135.0,841.340000000001,2079.3898199720797
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6166.0,6166.0,810.340000000001,2004.5545508525095
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6154.0,6154.0,822.340000000001,2060.4239208142394
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6168.0,6168.0,808.340000000001,1981.2554978805242
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,107,50.0,6151.0,6151.0,825.340000000001,1951.4635348717998
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6165.0,6165.0,811.340000000001,1914.322667736111
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,31,200.0,6186.0,6186.0,790.340000000001,1764.8049077332957
7,0.0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,138,50.0,6185.0,6185.0,791.340000000001,1764.9860823835015
8,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,142,50.0,6193.0,6193.0,783.340000000001,1767.1312191664615
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6132.0,6132.0,844.340000000001,2057.5376514987943
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6132.0,6132.0,844.340000000001,2060.3004796590967
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,6163.0,6163.0,813.340000000001,2003.7381420031888
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6188.0,6188.0,788.340000000001,1963.599938164197
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,7,50.0,6184.0,6184.0,792.340000000001,1934.9296786014454
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6154.0,6154.0,822.340000000001,2069.100284656914
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,138,50.0,6154.0,6154.0,822.340000000001,2070.0065737864907
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6171.0,6171.0,805.340000000001,2021.58202975245
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6209.0,6209.0,767.340000000001,1982.488004009721
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6241.0,6241.0,735.340000000001,1922.2868219842692
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,31,200.0,6281.0,6281.0,695.340000000001,1807.2938967321184
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6144.0,6144.0,832.340000000001,2015.062632674069
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6178.0,6178.0,798.340000000001,1842.2622094214992
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6140.0,6140.0,836.340000000001,2063.5828870935534
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6172.0,6172.0,804.340000000001,2001.6371860314985
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6156.0,6156.0,820.340000000001,1954.762432347979
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,31,200.0,6173.0,6173.0,803.340000000001,1844.5649759873445
2,800.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6128.0,6128.0,848.340000000001,1839.1573525912418
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,800.0,144,50.0,6129.0,6129.0,847.340000000001,1847.7630544629628
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6171.0,6171.0,805.340000000001,2063.640826535093
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6189.0,6189.0,787.340000000001,2002.2331741164753
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6164.0,6164.0,812.340000000001,2009.6412394350345
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6168.0,6168.0,808.340000000001,1999.7356907438243
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6204.0,6204.0,772.340000000001,1916.7587056926666
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,107,50.0,6120.0,6120.0,856.340000000001,1847.774233277045
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,31,200.0,6167.0,6167.0,809.340000000001,1736.1166164078568
7,0.0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,138,50.0,6167.0,6167.0,809.340000000001,1736.151641020087
8,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,142,50.0,6167.0,6167.0,809.340000000001,1742.249266038223
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6135.0,6135.0,841.340000000001,2022.9226843741271
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6153.0,6153.0,823.340000000001,2065.9625041983145
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6180.0,6180.0,796.340000000001,2002.6659143312395
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2064.94797799466
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6161.0,6161.0,815.340000000001,2001.7782049394862
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6140.0,6140.0,836.340000000001,2029.1143471511734
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,138,50.0,6140.0,6140.0,836.340000000001,2029.0796054711393
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,7,50.0,6137.0,6137.0,839.340000000001,2008.7391459664357
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6174.0,6174.0,802.340000000001,2022.1772207461904
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2060.8248292964945
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6172.0,6172.0,804.340000000001,2056.529542774399
2,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6166.0,6166.0,810.340000000001,1963.138044232748
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,98,50.0,6259.0,6259.0,717.340000000001,1943.1813273463285
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2063.732949074511
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,98,50.0,6165.0,6165.0,811.340000000001,2035.677255626653
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,129,50.0,6165.0,6165.0,811.340000000001,2029.4005831500285
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6112.0,6112.0,864.340000000001,2053.6937135124244
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6166.0,6166.0,810.340000000001,1994.8928219237048
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6142.0,6142.0,834.340000000001,2063.4736283403795
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,60,50.0,6150.0,6150.0,826.340000000001,2093.7288285438362
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,100.0,7,50.0,6148.0,6148.0,828.340000000001,2067.4323194220356
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,90,100.0,6146.0,6146.0,830.340000000001,2064.4013718376227
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6135.0,6135.0,841.340000000001,2002.757172884344
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6126.0,6126.0,850.340000000001,1954.487291177934
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,107,50.0,6136.0,6136.0,840.340000000001,1918.8333840807068
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,100,50.0,6117.0,6117.0,859.340000000001,1893.6149208848522
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,110,50.0,6303.0,6303.0,673.340000000001,1717.586149553411
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6166.0,6166.0,810.340000000001,2004.070050128531
